Gene Symbol,Gene Accession Id,Allele Symbol,Allele Accession Id,Phenotyping Centre,Colony Id,Sex,Zygosity,Phenotype,Comment
Chil4,MGI:1341098,Chil4<tm1b(EUCOMM)Hmgu>,MGI:5701721,WTSI,PMDN,both,Homozygous , Viable,
Chka,MGI:107760,Chka<tm2a(KOMP)Wtsi>,MGI:5050150,WTSI,MHBV,both,Homozygous , Lethal,
Chmp3,MGI:1913950,Chmp3<tm1b(EUCOMM)Hmgu>,MGI:5581416,BCM,CHIPB,both,Homozygous , Lethal,
Chmp4c,MGI:1913621,Chmp4c<tm1b(EUCOMM)Wtsi>,MGI:5637010,MRC Harwell,H-CHMP4C-B10-TM1B,both,Homozygous , Viable,
Chmp6,MGI:3583942,Chmp6<tm1b(KOMP)Wtsi>,MGI:5637182,WTSI,MUHR,both,Homozygous , Lethal,
Chn1,MGI:1915674,Chn1<em1(IMPC)J>,MGI:5644468,JAX,JR26956,both,Homozygous , Subviable,Conflicting data
Chn1,MGI:1915674,Chn1<tm1.1(KOMP)Vlcg>,MGI:5447742,JAX,JR18603,both,Homozygous , Viable,Conflicting data
Chodl,MGI:2179069,Chodl<em1(IMPC)H>,MGI:5755153,MRC Harwell,H-Chodl-DEL576-EM1-B6N,both,Homozygous , Viable,
Chp2,MGI:1917511,Chp2<tm1b(KOMP)Mbp>,MGI:5565261,JAX,JR25118,both,Homozygous , Subviable,
Chpf,MGI:106576,Chpf<tm1b(EUCOMM)Hmgu>,MGI:5751153,HMGU,H5694-HEPD0515_3_B08-1,both,Homozygous , Viable,
Chpt1,MGI:2384841,Chpt1<tm1b(EUCOMM)Wtsi>,MGI:5811624,BCM,CHPOB,both,Homozygous , Subviable,
Chrac1,MGI:2135796,Chrac1<tm1.1(KOMP)Vlcg>,MGI:5708232,UC Davis,BL5391,both,Homozygous , Viable,
Chrm4,MGI:88399,Chrm4<tm1b(EUCOMM)Hmgu>,MGI:5645996,JAX,JR27896,both,Homozygous , Viable,
Chrna1,MGI:87885,Chrna1<tm1b(EUCOMM)Hmgu>,MGI:5548913,ICS,IP00005076a,both,Homozygous , Lethal,
Chrna7,MGI:99779,Chrna7<tm1b(EUCOMM)Hmgu>,MGI:5637226,MRC Harwell,H-CHRNA7-E08-TM1B,both,Homozygous , Viable,
Chrnb2,MGI:87891,Chrnb2<tm1b(EUCOMM)Hmgu>,MGI:5637195,MRC Harwell,H-CHRNB2-H05-TM1B,both,Homozygous , Subviable,
Chst11,MGI:1927166,Chst11<tm1a(KOMP)Wtsi>,MGI:4363643,WTSI,MFZV,both,Homozygous , Lethal,
Chst12,MGI:1929064,Chst12<em1(IMPC)Marc>,-,MARC,Chst12_cas9_del118,both,Homozygous , Viable,
Chst14,MGI:1919386,Chst14<em1(IMPC)Tcp>,MGI:5754563,TCP,TCPR0260_em1,both,Homozygous , Subviable,
Chst5,MGI:1931825,Chst5<tm1b(EUCOMM)Wtsi>,MGI:5637102,HMGU,HMGU-EPD0430_4_C03-1-1,both,Homozygous , Subviable,
Chst8,MGI:1916197,Chst8<tm1b(KOMP)Mbp>,MGI:5548572,UC Davis,BL3768,both,Homozygous , Viable,
Chsy3,MGI:1926173,Chsy3<em2(IMPC)Mbp>,MGI:6152431,UC Davis,CR1046,both,Homozygous , Viable,
Chtf18,MGI:2384887,Chtf18<tm1b(KOMP)Wtsi>,MGI:5529071,JAX,JR23317,both,Homozygous , Subviable,
Chtop,MGI:1913761,Chtop<tm1a(EUCOMM)Wtsi>,MGI:4842477,WTSI,MFUD,both,Homozygous , Lethal,
Cib1,MGI:1344418,Cib1<tm1b(EUCOMM)Hmgu>,MGI:5692626,MRC Harwell,H-Cib1-A03-TM1B,both,Homozygous , Viable,
Cib2,MGI:1929293,Cib2<tm1b(EUCOMM)Wtsi>,MGI:5548707,MRC Harwell,H-CIB2-D04-TM1B,both,Homozygous , Viable,
Cilp,MGI:2444507,Cilp<tm1b(EUCOMM)Wtsi>,MGI:5606344,BCM,Cilp EPD0226_2_D02-1,both,Homozygous , Viable,
Cilp2,MGI:1915959,Cilp2<tm1b(EUCOMM)Wtsi>,MGI:5635169,HMGU,HMGU-EPD0668_3_D11-3-1,both,Homozygous , Viable,
Cinp,MGI:1914486,Cinp<tm1.1(KOMP)Vlcg>,MGI:5471942,JAX,JR18631,both,Homozygous , Lethal,
Cir1,MGI:1914185,Cir1<tm3a(KOMP)Wtsi>,MGI:5577261,WTSI,MGHD,both,Homozygous , Lethal,
Cish,MGI:103159,Cish<tm1a(KOMP)Wtsi>,MGI:4362236,WTSI,MATB,both,Homozygous , Viable,
Cit,MGI:105313,Cit<tm1a(KOMP)Wtsi>,MGI:4364407,WTSI,MBGR,both,Homozygous , Subviable,
Cited4,MGI:1861694,Cited4<tm1.1(KOMP)Vlcg>,MGI:5469080,JAX,JR18587,both,Homozygous , Viable,
Ckap4,MGI:2444926,Ckap4<tm1b(EUCOMM)Hmgu>,MGI:5561565,BCM,CKADB,both,Homozygous , Subviable,
Ckap5,MGI:1923036,Ckap5<tm2b(EUCOMM)Hmgu>,MGI:6120753,BCM,CKPFB,both,Homozygous , Lethal,
Ckb,MGI:88407,Ckb<tm1.1(KOMP)Wtsi>,MGI:5692879,UC Davis,BL4976,both,Homozygous , Viable,
Clcc1,MGI:2385186,Clcc1<tm1b(KOMP)Mbp>,MGI:5635038,JAX,JR27239,both,Homozygous , Lethal,
Clcf1,MGI:1930088,Clcf1<tm1.1(KOMP)Vlcg>,MGI:5548715,TCP,BL3310,both,Homozygous , Lethal,
Cldn1,MGI:1276109,Cldn1<tm1b(NCOM)Mfgc>,MGI:5766169,TCP,TCPA0727Cre,both,Homozygous , Lethal,
Cldn12,MGI:1929288,Cldn12<tm1b(EUCOMM)Wtsi>,MGI:6120761,BCM,CLDNB,both,Homozygous , Viable,
Cldn13,MGI:1913102,Cldn13<em1(IMPC)J>,MGI:5697043,JAX,JR27697,both,Homozygous , Viable,
Cldn13,MGI:1913102,Cldn13<tm1.1(KOMP)Vlcg>,MGI:5515777,JAX,JR24042,both,Homozygous , Viable,
Cldn16,MGI:2148742,Cldn16<tm1a(KOMP)Wtsi>,MGI:4364889,WTSI,MAPG,both,Homozygous , Viable,
Cldn19,MGI:3033992,Cldn19<tm1.1(KOMP)Vlcg>,MGI:5507837,JAX,JR23666,both,Homozygous , Viable,
Clec2i,MGI:2136650,Clec2i<tm1b(EUCOMM)Hmgu>,MGI:5692768,MRC Harwell,H-CLEC2I-G07-TM1B,both,Homozygous , Viable,
Clec3b,MGI:104540,Clec3b<tm1b(KOMP)Wtsi>,MGI:5646134,JAX,JR27554,both,Homozygous , Viable,
Clec4a3,MGI:1920399,Clec4a3<tm1b(KOMP)Wtsi>,MGI:5812920,WTSI,PMFB,both,Homozygous , Viable,
Clec4a4,MGI:3624119,Clec4a4<tm1(KOMP)Vlcg>,MGI:4460578,UC Davis,ET10009,both,Homozygous , Viable,
Clec9a,MGI:2444608,Clec9a<tm1b(KOMP)Wtsi>,MGI:5792559,ICS,IP00006433a,both,Homozygous , Viable,
Clic5,MGI:1917912,Clic5<tm1b(EUCOMM)Hmgu>,MGI:5692701,BCM,CLIFB,both,Homozygous , Viable,
Clk1,MGI:107403,Clk1<tm1a(EUCOMM)Wtsi>,MGI:4432186,WTSI,MDFE,both,Homozygous , Viable,
Clmn,MGI:2136957,Clmn<tm1b(EUCOMM)Wtsi>,MGI:5513754,TCP,TCPM0541Cre,both,Homozygous , Viable,
Cln6,MGI:2159324,Cln6<tm1b(EUCOMM)Hmgu>,MGI:5513756,TCP,TCPA0153Cre,both,Homozygous , Viable,
Clpp,MGI:1858213,Clpp<tm1a(EUCOMM)Wtsi>,MGI:4820264,WTSI,MFLC,both,Homozygous , Viable,
Clps,MGI:88421,Clps<tm1b(EUCOMM)Wtsi>,MGI:5696934,UC Davis,TCPA1025Cre,both,Homozygous , Lethal,
Clptm1l,MGI:2442892,Clptm1l<em1(IMPC)J>,MGI:5817176,JAX,JR30114,both,Homozygous , Viable,
Clpx,MGI:1346017,Clpx<tm1.1(KOMP)Vlcg>,MGI:5707301,JAX,JR28187,both,Homozygous , Lethal,
Clrn1,MGI:2388124,Clrn1<tm1.1(KOMP)Vlcg>,MGI:5582439,UC Davis,BL4921,both,Homozygous , Viable,
Clspn,MGI:2445153,Clspn<tm1(KOMP)Vlcg>,MGI:5085611,RBRC,RIKEN-Clspn-AA8_,both,Homozygous , Lethal,
Clstn1,MGI:1929895,Clstn1<tm1b(EUCOMM)Hmgu>,MGI:5548714,MRC Harwell,H-CLSTN1-G03-TM1B,both,Homozygous , Viable,
Clstn2,MGI:1929897,Clstn2<em1(IMPC)J>,MGI:5766210,JAX,JR29216,both,Homozygous , Viable,
Clstn3,MGI:2178323,Clstn3<tm1b(EUCOMM)Hmgu>,MGI:5548773,MRC Harwell,H-Clstn3-C09-TM1B,both,Homozygous , Viable,
Clu,MGI:88423,Clu<tm1b(EUCOMM)Hmgu>,MGI:5548920,MRC Harwell,H-CLU-B02-TM1B,both,Homozygous , Viable,
Cluap1,MGI:1924029,Cluap1<tm1a(KOMP)Wtsi>,MGI:4363468,WTSI,MBDK,both,Homozygous , Lethal,
Clvs1,MGI:1921688,Clvs1<tm1.1(KOMP)Vlcg>,MGI:5554864,JAX,JR24658,both,Homozygous , Viable,
Clybl,MGI:1916884,Clybl<tm1b(EUCOMM)Hmgu>,MGI:5812313,BCM,CLYLB,both,Homozygous , Viable,
Cmbl,MGI:1916824,Cmbl<tm1b(KOMP)Wtsi>,MGI:5637042,WTSI,MUEB,both,Homozygous , Viable,
Cmip,MGI:1921690,Cmip<tm1a(EUCOMM)Wtsi>,MGI:5286409,WTSI,MEWD,both,Homozygous , Lethal,
Cmpk1,MGI:1913838,Cmpk1<tm1b(EUCOMM)Wtsi>,MGI:5692662,HMGU,H5053-EPD0481_2_E02-1,both,Homozygous , Lethal,
Cmtm4,MGI:2142888,Cmtm4<tm1a(EUCOMM)Wtsi>,MGI:4441855,WTSI,MDLQ,both,Homozygous , Viable,
Cmtm5,MGI:2447164,Cmtm5<tm1a(KOMP)Wtsi>,MGI:5286201,WTSI,MGBY,both,Homozygous , Viable,
Cmtm6,MGI:2447165,Cmtm6<tm1a(EUCOMM)Wtsi>,MGI:4441838,WTSI,MDXZ,both,Homozygous , Viable,
Cmtr2,MGI:2384580,Cmtr2<tm1.1(KOMP)Vlcg>,MGI:5708242,JAX,JR28188,both,Homozygous , Lethal,
Cnbd1,MGI:3650508,Cnbd1<tm1b(EUCOMM)Wtsi>,MGI:5548907,WTSI,MUAY,both,Homozygous , Viable,
Cnbp,MGI:88431,Cnbp<tm1b(KOMP)Wtsi>,MGI:5645124,JAX,JR22337,both,Homozygous , Lethal,
Cnga3,MGI:1341818,Cnga3<tm1.1(KOMP)Vlcg>,MGI:5695897,UC Davis,BL4610,both,Homozygous , Viable,
Cnih2,MGI:1277225,Cnih2<tm1b(KOMP)Wtsi>,MGI:5635040,JAX,JR24978,both,Homozygous , Viable,
Cnih3,MGI:1920228,Cnih3<tm1a(KOMP)Wtsi>,MGI:4947746,WTSI,MFKT,both,Homozygous , Viable,
Cnnm2,MGI:2151054,Cnnm2<tm1.1(KOMP)Vlcg>,MGI:5692792,UC Davis,BL4919,both,Homozygous , Lethal,
Cnot4,MGI:1859026,Cnot4<tm1b(EUCOMM)Wtsi>,MGI:5636993,WTSI,MUGA,both,Homozygous , Lethal,
Cnot6,MGI:2144529,Cnot6<tm1a(KOMP)Wtsi>,MGI:4451305,WTSI,MCQP,both,Homozygous , Subviable,
Cnppd1,MGI:1916421,Cnppd1<tm1.1(KOMP)Vlcg>,MGI:5704517,JAX,JR28189,both,Homozygous , Viable,
Cnpy1,MGI:2442451,Cnpy1<tm1(KOMP)Wtsi>,MGI:4419843,MARC,Cnpy1_EPD0392_3_A03,both,Homozygous , Viable,
Cnr1,MGI:104615,Cnr1<tm1.1(KOMP)Vlcg>,MGI:5582419,UC Davis,BL3395,both,Homozygous , Subviable,
Cntd1,MGI:1923965,Cntd1<em1(IMPC)Mbp>,MGI:6152445,UC Davis,CR1287,both,Homozygous , Viable,
Cntf,MGI:88439,Cntf<tm1b(KOMP)Wtsi>,MGI:5605832,UC Davis,TCPA0798Cre,both,Homozygous , Viable,
Cntfr,MGI:99605,Cntfr<tm1a(EUCOMM)Wtsi>,MGI:4433013,WTSI,MBFZ,both,Homozygous , Lethal,
Cntn3,MGI:99534,Cntn3<em1(IMPC)Marc>,-,MARC,Cntn3_cas9_del110,both,Homozygous , Viable,
Cntn6,MGI:1858223,Cntn6<em1(IMPC)Wtsi>,MGI:6140176,WTSI,DACP,both,Homozygous , Viable,
Cntnap2,MGI:1914047,Cntnap2<em1(IMPC)H>,MGI:6153781,MRC Harwell,H-CNTNAP2-INS1-EM1-B6N,both,Homozygous , Viable,
Cntnap5a,MGI:3643623,Cntnap5a<em1(IMPC)J>,MGI:5823560,JAX,JR30246,both,Homozygous , Viable,
Coa5,MGI:1923428,Coa5<tm1b(KOMP)Wtsi>,MGI:5513757,TCP,TCPA0041Cre,both,Homozygous , Lethal,
Cog2,MGI:1923582,Cog2<tm1a(KOMP)Wtsi>,MGI:4364810,WTSI,MBDH,both,Homozygous , Lethal,
Cog3,MGI:2450151,Cog3<tm1b(EUCOMM)Hmgu>,MGI:5548843,HMGU,HMGU-HEPD0786_6_G01-1-1,both,Homozygous , Lethal,
Cog6,MGI:1914792,Cog6<tm1a(EUCOMM)Wtsi>,MGI:4820323,WTSI,MGBW,both,Homozygous , Viable,
Cog7,MGI:2685013,Cog7<tm1b(EUCOMM)Hmgu>,MGI:5642366,JAX,JR27810,both,Homozygous , Lethal,
Col13a1,MGI:1277201,Col13a1<tm1b(EUCOMM)Wtsi>,MGI:5692600,BCM,COLTB,both,Homozygous , Viable,
Col14a1,MGI:1341272,Col14a1<tm1b(KOMP)Wtsi>,MGI:5561558,BCM,COLEB,both,Homozygous , Viable,
Col18a1,MGI:88451,Col18a1<tm1.1(KOMP)Vlcg>,MGI:5445917,JAX,JR18604,both,Homozygous , Viable,
Col1a2,MGI:88468,Col1a2<tm1b(EUCOMM)Wtsi>,MGI:5575901,BCM,COLSB,both,Homozygous , Viable,
Col22a1,MGI:1916950,Col22a1<em1(IMPC)Rbrc>,MGI:6148316,RBRC,RIKEN-Col22a1-B08_,both,Homozygous , Viable,
Col24a1,MGI:1918605,Col24a1<tm1b(EUCOMM)Wtsi>,MGI:5637054,WTSI,MUFB,both,Homozygous , Viable,
Col26a1,MGI:2155345,Col26a1<em3(IMPC)Tcp>,MGI:5754564,TCP,TCPR0255_em3,both,Homozygous , Viable,
Col4a2,MGI:88455,Col4a2<em1(IMPC)Wtsi>,MGI:6140180,WTSI,DACQ,both,Homozygous , Lethal,
Col4a3,MGI:104688,Col4a3<tm1b(EUCOMM)Wtsi>,MGI:5548350,MRC Harwell,H-COL4A3-B07-TM1B,both,Homozygous , Viable,
Col4a3bp,MGI:1915268,Col4a3bp<tm1a(KOMP)Wtsi>,MGI:5287775,WTSI,MFGR,both,Homozygous , Subviable,
Col6a2,MGI:88460,Col6a2<tm1.1(KOMP)Vlcg>,MGI:5548922,UC Davis,BL2238,both,Homozygous , Viable,
Col8a1,MGI:88463,Col8a1<tm1e.1(KOMP)Mbp>,MGI:5766153,UC Davis,TCPA0869Cre,both,Homozygous , Viable,
Col9a2,MGI:88466,Col9a2<tm1b(EUCOMM)Wtsi>,MGI:5692882,MRC Harwell,H-COL9A2-F03-TM1B,both,Homozygous , Viable,
Colca2,MGI:2685530,Colca2<tm1b(NCOM)Mfgc>,MGI:5766180,TCP,TCPA0676Cre,both,Homozygous , Viable,
Colec10,MGI:3606482,Colec10<em2(IMPC)Tcp>,MGI:5754592,TCP,TCPR0371_ACRG,both,Homozygous , Viable,
Commd10,MGI:1916706,Commd10<tm1a(EUCOMM)Wtsi>,MGI:4842273,WTSI,MEMK,both,Homozygous , Lethal,
Commd9,MGI:1923751,Commd9<tm1b(KOMP)Wtsi>,MGI:5692742,MRC Harwell,H-COMMD9-D11-TM1B,both,Homozygous , Lethal,
Comt,MGI:88470,Comt<tm1b(EUCOMM)Wtsi>,MGI:5637202,MRC Harwell,H-COMT-G06-TM1B,both,Homozygous , Viable,
Coq2,MGI:1919133,Coq2<tm1b(EUCOMM)Hmgu>,MGI:5637057,MRC Harwell,H-COQ2-F02-TM1B,both,Homozygous , Lethal,
Coq4,MGI:1098826,Coq4<tm1a(EUCOMM)Wtsi>,MGI:4441729,WTSI,MCZX,both,Homozygous , Lethal,
Coq6,MGI:1924408,Coq6<tm1b(EUCOMM)Hmgu>,MGI:5548683,JAX,JR25318,both,Homozygous , Lethal,
Coq6,MGI:1924408,Coq6<tm1b(EUCOMM)Hmgu>,MGI:5548683,ICS,IP00005524a,both,Homozygous , Lethal,
Coq8b,MGI:1924139,Coq8b<tm1b(EUCOMM)Hmgu>,MGI:5638687,JAX,JR27653,both,Homozygous , Lethal,
Coq9,MGI:1915164,Coq9<tm1a(KOMP)Wtsi>,MGI:4362815,WTSI,MCJR,both,Homozygous , Viable,
Coro1a,MGI:1345961,Coro1a<tm1.1(KOMP)Vlcg>,MGI:5548457,UC Davis,BL3641,both,Homozygous , Viable,
Coro1c,MGI:1345964,Coro1c<tm1a(KOMP)Wtsi>,MGI:4419168,WTSI,MDWY,both,Homozygous , Viable,
Coro6,MGI:2183448,Coro6<tm1e(EUCOMM)Wtsi>,MGI:5000412,WTSI,MFZK,both,Homozygous , Viable,
Cotl1,MGI:1919292,Cotl1<tm1b(EUCOMM)Hmgu>,MGI:5613651,HMGU,H4640-HEPD0672_2_B07-1,both,Homozygous , Viable,
Cox15,MGI:1920112,Cox15<tm1.1(KOMP)Vlcg>,MGI:5695926,UC Davis,BL4601,both,Homozygous , Lethal,
Cox19,MGI:1915283,Cox19<tm1b(EUCOMM)Hmgu>,MGI:5513759,TCP,TCPA0108Cre,both,Homozygous , Lethal,
Cox20,MGI:1913609,Cox20<em1(IMPC)Tcp>,MGI:5754593,TCP,TCPR0431_ACVX,both,Homozygous , Lethal,
Cox4i1,MGI:88473,Cox4i1<tm1.1(KOMP)Vlcg>,MGI:5548923,TCP,UCD-13284A-B10-1-1,both,Homozygous , Lethal,
Cox5b,MGI:88475,Cox5b<tm2b(EUCOMM)Hmgu>,MGI:5613669,BCM,COXCB,both,Homozygous , Lethal,
Cox6b1,MGI:107460,Cox6b1<em1(IMPC)Tcp>,-,TCP,TCPR0671_ADFK,both,Homozygous , Lethal,
Cox7a1,MGI:1316714,Cox7a1<tm1b(EUCOMM)Wtsi>,MGI:5605757,TCP,TCPM0707Cre,both,Homozygous , Viable,
Cox7c,MGI:103226,Cox7c<tm1b(KOMP)Mbp>,MGI:5463977,JAX,JR21449,both,Homozygous , Lethal,
Cox8a,MGI:105959,Cox8a<em1(IMPC)Marc>,-,MARC,Cox8a_cas9_del7,both,Homozygous , Viable,
Cp,MGI:88476,Cp<tm1b(KOMP)Wtsi>,MGI:5468990,JAX,JR21485,both,Homozygous , Viable,
Cpa1,MGI:88478,Cpa1<em1(IMPC)Marc>,-,MARC,Cpa1_cas9_del139,both,Homozygous , Viable,
Cpa2,MGI:3617840,Cpa2<tm1b(EUCOMM)Hmgu>,MGI:5548904,HMGU,GSF-HEPD0509_3_H12-1-1,both,Homozygous , Viable,
Cpa4,MGI:1919041,Cpa4<em1(IMPC)Marc>,-,MARC,Cpa4_cas9_del139,both,Homozygous , Viable,
Cpb1,MGI:1923953,Cpb1<tm1.1(KOMP)Vlcg>,MGI:5605652,JAX,JR25480,both,Homozygous , Viable,
Cpe,MGI:101932,Cpe<tm1b(EUCOMM)Hmgu>,MGI:5548328,HMGU,GSF-HEPD0594_7_A02-1-1,both,Homozygous , Viable,
Cpgi1230,MGI:5666359,Cpgi1230<tm1.1(NCC)WCS>,-,WTSI,TCAU,both,Homozygous , Viable,
Cpgi13101,MGI:5678185,Cpgi13101<tm1.1(NCC)WCS>,-,WTSI,TCAM,both,Homozygous , Viable,
Cpgi13569,MGI:5678653,Cpgi13569<tm1.1(NCC)WCS>,-,WTSI,TCAQ,both,Homozygous , Viable,
Cpgi15342,MGI:5680422,Cpgi15342<tm1.1(NCC)WCS>,-,WTSI,TCBG,both,Homozygous , Viable,
Cpgi15344,MGI:5680424,Cpgi15344<tm1.1(NCC)WCS>,-,WTSI,TCAW,both,Homozygous , Viable,
Cpgi15497,MGI:5680577,Cpgi15497<tm1.1(NCC)WCS>,-,WTSI,TCAL,both,Homozygous , Viable,
Cpgi399,MGI:5665530,Cpgi399<tm1.1(NCC)WCS>,-,WTSI,TCBB,both,Homozygous , Viable,
Cpgi5176,MGI:5670278,Cpgi5176<tm1.1(NCC)WCS>,-,WTSI,TCBA,both,Homozygous , Viable,
Cpgi5563,MGI:5670665,Cpgi5563<tm1.1(NCC)WCS>,-,WTSI,TCAH,both,Homozygous , Subviable,
Cpn1,MGI:2135874,Cpn1<tm1b(KOMP)Wtsi>,MGI:5661930,JAX,JR27655,both,Homozygous , Viable,
Cpne5,MGI:2385908,Cpne5<tm2b(EUCOMM)Hmgu>,MGI:5572035,BCM,CPNEB,both,Homozygous , Viable,
Cps1,MGI:891996,Cps1<em1(IMPC)H>,MGI:6144263,MRC Harwell,H-CPS1-DEL1032-EM1-B6N,both,Homozygous , Lethal,
Cpsf3,MGI:1859328,Cpsf3<tm1a(EUCOMM)Wtsi>,MGI:4432649,WTSI,MEHJ,both,Homozygous , Lethal,Conflicting data
Cpsf3,MGI:1859328,Cpsf3<tm1b(EUCOMM)Wtsi>,MGI:5548494,WTSI,MUAO,both,Homozygous , Subviable,Conflicting data
Cpt1c,MGI:2446526,Cpt1c<tm1b(EUCOMM)Wtsi>,MGI:5708252,UC Davis,BL5398,both,Homozygous , Viable,
Cpt2,MGI:109176,Cpt2<tm1b(KOMP)Wtsi>,MGI:5636913,WTSI,MUDF,both,Homozygous , Subviable,
Cpvl,MGI:1918537,Cpvl<em1(IMPC)Tcp>,-,TCP,TCPR0780_ADJT,both,Homozygous , Viable,
Cr1l,MGI:88513,Cr1l<tm1b(KOMP)Wtsi>,MGI:5474762,JAX,JR22343,both,Homozygous , Lethal,
Crabp1,MGI:88490,Crabp1<tm1b(EUCOMM)Wtsi>,MGI:5696935,UC Davis,TCPA0979Cre,both,Homozygous , Viable,
Crb2,MGI:2679260,Crb2<tm1a(KOMP)Wtsi>,MGI:4818586,WTSI,MFET,both,Homozygous , Lethal,
Creb3l1,MGI:1347062,Creb3l1<tm1e(EUCOMM)Wtsi>,MGI:4842311,WTSI,MEEN,both,Homozygous , Viable,
Crebzf,MGI:2675296,Crebzf<em1(IMPC)J>,MGI:5763778,JAX,JR29209,both,Homozygous , Viable,
Creld2,MGI:1923987,Creld2<tm1b(EUCOMM)Hmgu>,MGI:5548672,MRC Harwell,H-Creld2-F05-TM1B,both,Homozygous , Viable,
Crim1,MGI:1354756,Crim1<em1(IMPC)Wtsi>,MGI:6153310,WTSI,DABE,both,Homozygous , Lethal,
Crip2,MGI:1915587,Crip2<tm1a(EUCOMM)Wtsi>,MGI:4849417,WTSI,MHCH,both,Homozygous , Viable,
Crip3,MGI:2152434,Crip3<tm1b(KOMP)Mbp>,MGI:5696920,TCP,TCPA1026Cre,both,Homozygous , Viable,
Cript,MGI:1929655,Cript<tm1.1(KOMP)Vlcg>,MGI:5523317,JAX,JR24332,both,Homozygous , Lethal,
Crisp2,MGI:98815,Crisp2<em1(IMPC)Mbp>,MGI:6152450,UC Davis,CR1230,both,Homozygous , Viable,
Crisp3,MGI:102552,Crisp3<em1(IMPC)Mhzh>,-,MARC,Crisp3_cas9_del722,both,Homozygous , Viable,
Crispld2,MGI:1926142,Crispld2<tm1.1(KOMP)Vlcg>,MGI:5548696,TCP,BL3733,both,Homozygous , Lethal,
Crlf3,MGI:1860086,Crlf3<em1(IMPC)Wtsi>,MGI:6140181,WTSI,DABW,both,Homozygous , Viable,
Crlf3,MGI:1860086,Crlf3<tm1a(KOMP)Wtsi>,MGI:4363171,WTSI,MADG,both,Homozygous , Viable,
Crlf3,MGI:1860086,Crlf3<tm1b(KOMP)Wtsi>,MGI:5548496,WTSI,MLFC,both,Homozygous , Viable,
Crls1,MGI:1913836,Crls1<tm1a(EUCOMM)Wtsi>,MGI:4432552,WTSI,MHDD,both,Homozygous , Lethal,
Crtc3,MGI:1917711,Crtc3<tm1b(KOMP)Wtsi>,MGI:5548599,UC Davis,BL3352,both,Homozygous , Subviable,
Cry1,MGI:1270841,Cry1<em1(IMPC)H>,MGI:5755154,MRC Harwell,H-Cry1-Del537-EM1-B6N,both,Homozygous , Viable,
Crybb3,MGI:102717,Crybb3<tm1.1(KOMP)Vlcg>,MGI:5569032,UC Davis,ET8208,both,Homozygous , Viable,
Crybg1,MGI:109544,Crybg1<tm1b(KOMP)Wtsi>,MGI:5605748,TCP,TCPM0584Cre,both,Homozygous , Lethal,
Crygs,MGI:1298216,Crygs<tm1b(KOMP)Wtsi>,MGI:5635041,JAX,JR26986,both,Homozygous , Viable,
Crym,MGI:102675,Crym<tm1b(KOMP)Wtsi>,MGI:5471222,JAX,JR22015,both,Homozygous , Viable,
Cryzl2,MGI:2448516,Cryzl2<em1(IMPC)Marc>,-,MARC,BC026585_cas9_del273,both,Homozygous , Viable,
Cs,MGI:88529,Cs<tm1.1(KOMP)Wtsi>,MGI:5614712,HMGU,HMGU-EPD0681_3_E02-2-1,both,Homozygous , Lethal,
Csf2rb,MGI:1339759,Csf2rb<tm2b(EUCOMM)Hmgu>,-,ICS,IP00006326a,both,Homozygous , Lethal,
Csf3r,MGI:1339755,Csf3r<tm1.1(KOMP)Vlcg>,MGI:5582428,UC Davis,BL4334,both,Homozygous , Subviable,
Csk,MGI:88537,Csk<tm2b(EUCOMM)Hmgu>,MGI:5638576,BCM,CSKCB,both,Homozygous , Lethal,
Csmd1,MGI:2137383,Csmd1<em1(IMPC)Wtsi>,MGI:6140182,WTSI,DAAC,both,Homozygous , Viable,
Csmd3,MGI:2386403,Csmd3<em1(IMPC)Mbp>,MGI:6152451,UC Davis,CR1377,both,Homozygous , Viable,
Csnk1g2,MGI:1920014,Csnk1g2<tm1b(EUCOMM)Wtsi>,MGI:5613652,HMGU,H4728-EPD0801_6_F07-1,both,Homozygous , Viable,
Csnk1g3,MGI:1917675,Csnk1g3<tm1a(EUCOMM)Wtsi>,MGI:4461713,WTSI,MEYH,both,Homozygous , Viable,
Cspg4,MGI:2153093,Cspg4<tm1b(KOMP)Wtsi>,MGI:5548761,BCM,CAPSB,both,Homozygous , Viable,
Cst3,MGI:102519,Cst3<tm1b(EUCOMM)Wtsi>,MGI:5572024,UC Davis,BL3409,both,Homozygous , Lethal,
Cstb,MGI:109514,Cstb<tm1b(EUCOMM)Wtsi>,MGI:5790639,ICS,IP00006487a,both,Homozygous , Viable,
Ctbs,MGI:1921495,Ctbs<em1(IMPC)J>,MGI:5804132,JAX,JR29814,both,Homozygous , Viable,
Ctc1,MGI:1916214,Ctc1<tm1b(KOMP)Wtsi>,MGI:5692690,HMGU,H4613-EPD0302_2_B12-1,both,Homozygous , Lethal,
Ctdsp1,MGI:2654470,Ctdsp1<tm1b(EUCOMM)Wtsi>,MGI:5692843,MRC Harwell,H-CTDSP1-H05-TM1B,both,Homozygous , Viable,
Ctdspl,MGI:1916524,Ctdspl<tm1.1(KOMP)Mbp>,MGI:5548581,UC Davis,TCPA0051Cre,both,Homozygous , Viable,
Ctdspl2,MGI:1196405,Ctdspl2<tm2b(KOMP)Wtsi>,MGI:5548409,BCM,Ctdspl2 EPD0694_3_B05 HOM,both,Homozygous , Subviable,
