Gene Symbol,Gene Accession Id,Allele Symbol,Allele Accession Id,Phenotyping Centre,Colony Id,Sex,Zygosity,Phenotype,Comment
Tgfbr3l,MGI:3833469,Tgfbr3l<em1(IMPC)J>,MGI:5763011,JAX,JR29112,both,Homozygous , Viable,
Tgif2,MGI:1915299,Tgif2<tm1b(EUCOMM)Wtsi>,MGI:5692682,ICS,IP00005359a,both,Homozygous , Lethal,
Tgm3,MGI:98732,Tgm3<em2(IMPC)Wtsi>,MGI:6153772,WTSI,DAGG,both,Homozygous , Viable,
Tgm3,MGI:98732,Tgm3<tm1b(KOMP)Wtsi>,MGI:5617797,RBRC,RIKEN-Tgm3-B12_,both,Homozygous , Viable,
Tgm6,MGI:3044321,Tgm6<tm1a(KOMP)Wtsi>,MGI:4841076,WTSI,MGKM,both,Homozygous , Viable,
Thada,MGI:3039623,Thada<tm1b(KOMP)Wtsi>,MGI:5548889,BCM,Thada EPD0693_2_C09 HOM,both,Homozygous , Viable,
Thbd,MGI:98736,Thbd<tm1.1(KOMP)Vlcg>,MGI:5603359,UC Davis,BL4656,both,Homozygous , Lethal,
Thbs1,MGI:98737,Thbs1<tm1.1(KOMP)Vlcg>,MGI:5582449,UC Davis,BL4259,both,Homozygous , Viable,
Theg,MGI:1338756,Theg<tm1b(KOMP)Wtsi>,MGI:5588271,JAX,JR26029,both,Homozygous , Viable,
Thegl,MGI:1919118,Thegl<tm1b(KOMP)Wtsi>,MGI:5548609,BCM,1700023E05Rik EPD0762_5_G04,both,Homozygous , Viable,
Themis2,MGI:2446213,Themis2<tm1a(KOMP)Wtsi>,MGI:4364708,WTSI,MBED,both,Homozygous , Viable,
Thoc6,MGI:2677480,Thoc6<em5(IMPC)Tcp>,-,TCP,TCPR0363_ACRK,both,Homozygous , Lethal,
Thpo,MGI:101875,Thpo<tm1.1(KOMP)Vlcg>,MGI:5548323,UC Davis,BL3483,both,Homozygous , Viable,
Thra,MGI:98742,Thra<tm1b(EUCOMM)Wtsi>,MGI:5614615,ICS,IP00005646a,both,Homozygous , Subviable,
Thra,MGI:98742,Thra<tm1b(EUCOMM)Wtsi>,MGI:5614615,JAX,JR25848,both,Homozygous , Subviable,
Thsd1,MGI:1929096,Thsd1<tm1.1(KOMP)Vlcg>,MGI:5505900,JAX,JR21839,both,Homozygous , Viable,
Thsd7a,MGI:2685683,Thsd7a<tm1b(KOMP)Mbp>,MGI:5635392,JAX,JR27218,both,Homozygous , Viable,
Tiam1,MGI:103306,Tiam1<tm1b(EUCOMM)Hmgu>,MGI:5790637,ICS,IP00006342a,both,Homozygous , Viable,
Tigar,MGI:2442752,Tigar<tm1b(EUCOMM)Wtsi>,MGI:5692824,WTSI,PMBS,both,Homozygous , Viable,
Timeless,MGI:1321393,Timeless<tm1b(EUCOMM)Hmgu>,MGI:5692606,WTSI,PMCG,both,Homozygous , Lethal,
Timm22,MGI:1929742,Timm22<tm1b(KOMP)Wtsi>,MGI:5529629,JAX,JR24406,both,Homozygous , Lethal,
Timm50,MGI:1913775,Timm50<tm1b(EUCOMM)Wtsi>,MGI:5548523,ICS,IP00004892a,both,Homozygous , Lethal,
Timmdc1,MGI:1922139,Timmdc1<tm1b(EUCOMM)Wtsi>,MGI:5637083,WTSI,MUHV,both,Homozygous , Lethal,
Timp3,MGI:98754,Timp3<tm1.1(KOMP)Vlcg>,MGI:5445932,JAX,JR18639,both,Homozygous , Viable,
Tiparp,MGI:2159210,Tiparp<tm1b(EUCOMM)Wtsi>,MGI:5696921,UC Davis,TCPA0918Cre,both,Homozygous , Subviable,
Tiprl,MGI:1915087,Tiprl<tm1.1(KOMP)Vlcg>,MGI:5698469,JAX,JR28601,both,Homozygous , Lethal,
Tldc1,MGI:1921597,Tldc1<em3(IMPC)Tcp>,-,TCP,TCPR0321_em3,both,Homozygous , Viable,
Tlk1,MGI:2441683,Tlk1<tm1b(EUCOMM)Hmgu>,MGI:5635402,JAX,JR27297,both,Homozygous , Viable,
Tlr11,MGI:3045226,Tlr11<em1(IMPC)Wtsi>,MGI:6153685,WTSI,DACS,both,Homozygous , Viable,
Tlr12,MGI:3045221,Tlr12<em1(IMPC)Wtsi>,MGI:6152742,WTSI,DACA,both,Homozygous , Viable,
Tlr2,MGI:1346060,Tlr2<tm1.1(KOMP)Vlcg>,MGI:5692628,UC Davis,ET10008,both,Homozygous , Viable,
Tlr4,MGI:96824,Tlr4<tm1.1(KOMP)Vlcg>,MGI:5708281,UC Davis,BL5325,both,Homozygous , Viable,
Tm2d1,MGI:2137022,Tm2d1<em1(IMPC)Bay>,-,BCM,TMTDB,both,Homozygous , Lethal,
Tm4sf4,MGI:2385173,Tm4sf4<tm1.1(KOMP)Vlcg>,MGI:5548789,UC Davis,BL2273,both,Homozygous , Viable,
Tm6sf2,MGI:1933210,,-,MRC Harwell,H-TM6SF2-A03-TM1B,both,Homozygous , Viable,
Tm9sf4,MGI:2139220,Tm9sf4<tm1a(KOMP)Wtsi>,MGI:4363779,WTSI,MDGW,both,Homozygous , Viable,
Tmc3,MGI:2669033,Tmc3<tm2b(KOMP)Wtsi>,MGI:5548850,WTSI,MUBQ,both,Homozygous , Viable,
Tmc6,MGI:1098686,Tmc6<tm1a(EUCOMM)Wtsi>,MGI:4434247,WTSI,MCVS,both,Homozygous , Viable,
Tmcc3,MGI:2442900,Tmcc3<em1(IMPC)J>,MGI:5763283,JAX,JR29140,both,Homozygous , Viable,
Tmco1,MGI:1921173,Tmco1<em1(IMPC)J>,MGI:5642374,JAX,JR27200,both,Homozygous , Subviable,
Tmco2,MGI:1916719,Tmco2<tm1a(KOMP)Wtsi>,MGI:4419673,WTSI,MHBZ,both,Homozygous , Viable,
Tmco3,MGI:2444946,Tmco3<tm1b(KOMP)Wtsi>,MGI:5635417,JAX,JR27222,both,Homozygous , Viable,
Tmco6,MGI:1919233,Tmco6<tm1.1(KOMP)Vlcg>,MGI:5698471,JAX,JR28602,both,Homozygous , Subviable,
Tmed10,MGI:1915831,Tmed10<tm1.1(KOMP)Vlcg>,MGI:5695918,UC Davis,BL3579,both,Homozygous , Lethal,
Tmem100,MGI:1915138,Tmem100<tm1e.1(KOMP)Wtsi>,MGI:5548552,TCP,TCPA0049Cre,both,Homozygous , Lethal,
Tmem104,MGI:2444222,Tmem104<tm1.1(KOMP)Vlcg>,MGI:5698480,JAX,JR28603,both,Homozygous , Viable,
Tmem106b,MGI:1919150,Tmem106b<tm2b(KOMP)Wtsi>,MGI:5548613,UC Davis,BL3374,both,Homozygous , Viable,
Tmem108,MGI:1932411,Tmem108<tm1b(EUCOMM)Wtsi>,MGI:5548724,ICS,IP00005450a,both,Homozygous , Viable,
Tmem110,MGI:1921500,Tmem110<tm2b(KOMP)Wtsi>,MGI:5637076,WTSI,PMAC,both,Homozygous , Viable,
Tmem116,MGI:1924712,Tmem116<tm1b(EUCOMM)Hmgu>,MGI:5695121,HMGU,HMGU-HEPD0743_7_C04-1-1,both,Homozygous , Viable,
Tmem119,MGI:2385228,Tmem119<tm1.1(KOMP)Vlcg>,MGI:5583072,UC Davis,BL4068,both,Homozygous , Viable,
Tmem121b,MGI:2136977,Tmem121b<em1(IMPC)Tcp>,-,TCP,TCPR0755_ADIJ,both,Homozygous , Viable,
Tmem126a,MGI:1913521,Tmem126a<tm1a(EUCOMM)Wtsi>,MGI:4432149,WTSI,MEJS,both,Homozygous , Viable,
Tmem127,MGI:1916720,Tmem127<tm1(KOMP)Wtsi>,MGI:4419725,WTSI,MFJN,both,Homozygous , Viable,
Tmem129,MGI:1915616,Tmem129<tm1.1(KOMP)Vlcg>,MGI:5698484,JAX,JR28604,both,Homozygous , Viable,
Tmem131l,MGI:2443399,Tmem131l<em1(IMPC)J>,MGI:5804137,JAX,JR29815,both,Homozygous , Subviable,
Tmem132a,MGI:2147810,Tmem132a<tm1b(KOMP)Wtsi>,MGI:5548753,BCM,Tmem132a EPD0111_5_B06,both,Homozygous , Lethal,
Tmem136,MGI:2685030,Tmem136<tm1.1(KOMP)Vlcg>,MGI:5468987,JAX,JR18629,both,Homozygous , Viable,
Tmem138,MGI:1920232,Tmem138<tm1b(EUCOMM)Wtsi>,MGI:5692725,BCM,TMEOB,both,Homozygous , Viable,
Tmem14a,MGI:1922962,Tmem14a<tm2b(KOMP)Wtsi>,MGI:5635437,JAX,JR27565,both,Homozygous , Viable,
Tmem151b,MGI:2685169,Tmem151b<tm1b(KOMP)Wtsi>,MGI:5494963,JAX,JR23060,both,Homozygous , Viable,
Tmem160,MGI:1916344,Tmem160<em1(IMPC)Tcp>,-,UC Davis,TCPR0363B,both,Homozygous , Viable,
Tmem161b,MGI:1919995,Tmem161b<tm2b(EUCOMM)Hmgu>,MGI:5692723,MRC Harwell,H-TMEM161B-C07-TM2B,both,Homozygous , Lethal,
Tmem165,MGI:894407,Tmem165<tm1e(EUCOMM)Wtsi>,MGI:4432756,WTSI,MCEG,both,Homozygous , Viable,
Tmem173,MGI:1919762,Tmem173<tm1b(KOMP)Mbp>,-,UC Davis,BL5535,both,Homozygous , Viable,
Tmem18,MGI:2387176,Tmem18<tm1b(EUCOMM)Wtsi>,MGI:5637133,WTSI,PMBA,both,Homozygous , Viable,
Tmem181a,MGI:1924356,Tmem181a<tm1b(EUCOMM)Wtsi>,MGI:5585726,JAX,JR25846,both,Homozygous , Viable,
Tmem184b,MGI:2445179,Tmem184b<tm1.1(KOMP)Vlcg>,MGI:5583076,UC Davis,BL4061,both,Homozygous , Subviable,
Tmem189,MGI:2142624,Tmem189<tm1a(KOMP)Wtsi>,MGI:4363077,WTSI,MBCZ,both,Homozygous , Viable,
Tmem203,MGI:2443597,Tmem203<em1(IMPC)H>,MGI:6144256,MRC Harwell,H-TMEM203-DEL11-EM1-B6N,both,Homozygous , Viable,
Tmem209,MGI:1919899,Tmem209<em1(IMPC)Tcp>,-,TCP,TCPR0448_ACZD,both,Homozygous , Subviable,
Tmem211,MGI:2685700,Tmem211<tm1b(KOMP)Wtsi>,MGI:5812930,WTSI,PMET,both,Homozygous , Viable,
Tmem222,MGI:1098568,Tmem222<tm1b(KOMP)Mbp>,MGI:5635439,JAX,JR27516,both,Homozygous , Subviable,
Tmem241,MGI:2442435,Tmem241<tm1b(EUCOMM)Wtsi>,MGI:5637138,WTSI,PMBR,both,Homozygous , Viable,
Tmem248,MGI:1918917,Tmem248<tm1.1(KOMP)Vlcg>,MGI:5569952,UC Davis,BL1425,both,Homozygous , Viable,
Tmem254b,MGI:3710397,Tmem254b<tm1a(KOMP)Wtsi>,MGI:4944325,WTSI,MFHM,both,Homozygous , Viable,
Tmem256,MGI:1916436,Tmem256<tm1.1(KOMP)Vlcg>,MGI:5573272,UC Davis,BL1324,both,Homozygous , Viable,
Tmem260,MGI:2443219,Tmem260<tm1a(KOMP)Wtsi>,MGI:4365196,WTSI,MGMQ,both,Homozygous , Viable,
Tmem30a,MGI:106402,Tmem30a<tm1a(KOMP)Wtsi>,MGI:5286179,WTSI,MGNA,both,Homozygous , Lethal,
Tmem30b,MGI:2442082,Tmem30b<tm1b(EUCOMM)Wtsi>,MGI:5692820,UC Davis,BL5165,both,Homozygous , Viable,
Tmem37,MGI:2157899,Tmem37<tm1a(EUCOMM)Wtsi>,MGI:4441685,WTSI,MHCC,both,Homozygous , Viable,
Tmem42,MGI:1277176,Tmem42<tm1b(KOMP)Wtsi>,MGI:5636939,WTSI,MUEX,both,Homozygous , Viable,
Tmem43,MGI:1921372,Tmem43<tm1b(EUCOMM)Wtsi>,MGI:5550594,BCM,TMECB,both,Homozygous , Viable,
Tmem51,MGI:2384874,Tmem51<tm1b(EUCOMM)Hmgu>,MGI:5792558,MRC Harwell,H-TMEM51-C05-TM1B,both,Homozygous , Viable,
Tmem63b,MGI:2387609,Tmem63b<tm1b(EUCOMM)Wtsi>,MGI:5548796,ICS,IP00005432a,both,Homozygous , Lethal,
Tmem70,MGI:1915068,Tmem70<em2(IMPC)Bay>,-,BCM,TMESB,both,Homozygous , Lethal,
Tmem74,MGI:2443417,Tmem74<em1(IMPC)Tcp>,-,TCP,TCPR0740_ADIW,both,Homozygous , Viable,
Tmem79,MGI:1919163,Tmem79<tm1.1(KOMP)Wtsi>,MGI:5632528,JAX,JR26484,both,Homozygous , Viable,
Tmem86b,MGI:1915505,Tmem86b<tm2b(EUCOMM)Hmgu>,MGI:5692683,BCM,TMEBB,both,Homozygous , Viable,
Tmem87b,MGI:1919727,Tmem87b<em1(IMPC)J>,MGI:5805532,JAX,JR29854,both,Homozygous , Viable,
Tmem97,MGI:1916321,Tmem97<tm1.1(KOMP)Vlcg>,MGI:5548577,UC Davis,BL2323,both,Homozygous , Viable,
Tmem98,MGI:1923457,Tmem98<tm1a(EUCOMM)Wtsi>,MGI:4432615,WTSI,MCLD,both,Homozygous , Lethal,
Tmem9b,MGI:1915254,Tmem9b<em1(IMPC)J>,MGI:5784648,JAX,JR29502,both,Homozygous , Subviable,
Tmigd1,MGI:1913851,Tmigd1<em1(IMPC)Marc>,-,MARC,Tmigd1_cas9_del107,both,Homozygous , Viable,
Tmod2,MGI:1355335,Tmod2<tm1b(KOMP)Wtsi>,MGI:5609348,JAX,JR24939,both,Homozygous , Viable,
Tmprss11b,MGI:2442893,Tmprss11b<tm1b(KOMP)Wtsi>,MGI:5692825,BCM,TMPBB,both,Homozygous , Viable,
Tmprss11c,MGI:3521861,Tmprss11c<tm2b(KOMP)Wtsi>,MGI:5708263,WTSI,PMDK,both,Homozygous , Viable,
Tmprss15,MGI:1197523,Tmprss15<tm1a(KOMP)Wtsi>,MGI:4364308,WTSI,MCKJ,both,Homozygous , Viable,
Tmtc3,MGI:3036255,Tmtc3<tm1b(EUCOMM)Wtsi>,MGI:5694185,BCM,TMTCB,both,Homozygous , Subviable,
Tmtc4,MGI:1921050,Tmtc4<tm1.1(KOMP)Vlcg>,MGI:5708220,UC Davis,BL5536,both,Homozygous , Viable,
Tmub2,MGI:1919303,Tmub2<tm1b(KOMP)Wtsi>,MGI:5696911,UC Davis,TCPA1006Cre,both,Homozygous , Viable,
Tmx2,MGI:1914208,Tmx2<tm1.1(KOMP)Vlcg>,MGI:5779820,JAX,JR28813,both,Homozygous , Lethal,
Tnfrsf17,MGI:1343050,Tnfrsf17<tm1.1(KOMP)Vlcg>,MGI:5605758,UC Davis,TCPM0850Cre,both,Homozygous , Viable,
Tnfrsf18,MGI:894675,Tnfrsf18<tm1.1(KOMP)Vlcg>,MGI:5583084,UC Davis,BL4219,both,Homozygous , Viable,
Tnfrsf1a,MGI:1314884,Tnfrsf1a<tm2b(EUCOMM)Wtsi>,MGI:5780574,MRC Harwell,H-TNFRSF1A-E01-TM1B,both,Homozygous , Viable,
Tnfrsf9,MGI:1101059,Tnfrsf9<tm1b(EUCOMM)Wtsi>,MGI:5548402,ICS,IP00005662a,both,Homozygous , Subviable,
Tnfsf10,MGI:107414,Tnfsf10<tm1b(KOMP)Wtsi>,MGI:5692569,UC Davis,BL4314,both,Homozygous , Viable,
Tnfsf18,MGI:2673064,Tnfsf18<tm1.1(KOMP)Vlcg>,MGI:5614617,JAX,JR26438,both,Homozygous , Viable,
Tnfsf18,MGI:2673064,Tnfsf18<tm1b(EUCOMM)Hmgu>,MGI:5796938,WTSI,PMEK,both,Homozygous , Viable,
Tnik,MGI:1916264,Tnik<tm3a(EUCOMM)Wtsi>,MGI:5002995,WTSI,MDGH,both,Homozygous , Viable,
Tnk1,MGI:1930958,Tnk1<tm1b(EUCOMM)Hmgu>,MGI:5635448,JAX,JR27523,both,Homozygous , Viable,
Tnks1bp1,MGI:2446193,Tnks1bp1<em1(IMPC)J>,MGI:5795838,JAX,JR29733,both,Homozygous , Viable,
Tnks2,MGI:1921743,Tnks2<tm1b(KOMP)Wtsi>,MGI:5473325,JAX,JR26483,both,Homozygous , Viable,
Tnni1,MGI:105073,Tnni1<tm3b(EUCOMM)Hmgu>,MGI:5791872,MRC Harwell,H-TNNI1-C05-TM3B,both,Homozygous , Lethal,
Tnni2,MGI:105070,Tnni2<tm1.1(KOMP)Vlcg>,MGI:5569035,TCP,ET7909_TCP,both,Homozygous , Lethal,
Tnpo2,MGI:2384849,Tnpo2<tm1b(EUCOMM)Hmgu>,MGI:5756072,BCM,TNPPB,both,Homozygous , Viable,
Tnxb,MGI:1932137,Tnxb<tm1b(EUCOMM)Hmgu>,MGI:5692761,MRC Harwell,H-TNXB-C05-TM1B,both,Homozygous , Viable,
Toe1,MGI:1915526,Toe1<tm1.1(KOMP)Vlcg>,MGI:5635449,JAX,JR26831,both,Homozygous , Lethal,
Tomm20l,MGI:1922516,Tomm20l<tm1a(EUCOMM)Wtsi>,MGI:4441690,WTSI,MEJY,both,Homozygous , Viable,
Tomm20l,MGI:1922516,Tomm20l<tm1b(EUCOMM)Wtsi>,MGI:5548653,WTSI,MUAR,both,Homozygous , Viable,
Tomm22,MGI:2450248,Tomm22<em1(IMPC)J>,MGI:5763625,JAX,JR29159,both,Homozygous , Lethal,
Tomm40,MGI:1858259,Tomm40<em1(IMPC)J>,MGI:5774456,JAX,JR29277,both,Homozygous , Lethal,
Top3a,MGI:1197527,Top3a<tm1b(EUCOMM)Hmgu>,MGI:5660780,JAX,JR28014,both,Homozygous , Lethal,
Toporsl,MGI:1915524,Toporsl<tm1.1(KOMP)Vlcg>,MGI:5574601,UC Davis,BL4779,both,Homozygous , Viable,
Tor1aip1,MGI:3582693,Tor1aip1<tm1b(EUCOMM)Hmgu>,MGI:5792560,MRC Harwell,H-TOR1AIP1-E04-TM1B,both,Homozygous , Lethal,
Tox,MGI:2181659,Tox<tm1b(KOMP)Wtsi>,MGI:5605811,UC Davis,TCPA0803Cre,both,Homozygous , Viable,
Tox2,MGI:3611233,Tox2<em1(IMPC)H>,MGI:5749959,MRC Harwell,H-TOX2-DEL10-EM1-B6N,both,Homozygous , Viable,
Tox3,MGI:3039593,Tox3<em1(IMPC)Tcp>,MGI:5755092,TCP,TCPR0331_em1,both,Homozygous , Viable,Conflicting data
Tox3,MGI:3039593,Tox3<tm1b(KOMP)Mbp>,MGI:5548886,TCP,BL2283,both,Homozygous , Subviable,Conflicting data
Tpcn1,MGI:2182472,Tpcn1<tm1.1(KOMP)Vlcg>,MGI:5614621,JAX,JR26542,both,Homozygous , Viable,
Tpcn2,MGI:2385297,Tpcn2<tm1b(EUCOMM)Hmgu>,MGI:5548791,MRC Harwell,H-Tpcn2-C10-TM1B,both,Homozygous , Viable,
Tpd52l1,MGI:1298386,Tpd52l1<em1(IMPC)J>,MGI:5755683,JAX,JR29003,both,Homozygous , Viable,
Tpd52l2,MGI:1913564,Tpd52l2<tm1a(KOMP)Wtsi>,MGI:4363000,WTSI,MAJT,both,Homozygous , Viable,
Tpgs2,MGI:1913898,Tpgs2<tm1.1(KOMP)Vlcg>,MGI:5468968,JAX,JR21752,both,Homozygous , Viable,
Tpi1,MGI:98797,Tpi1<tm1a(EUCOMM)Wtsi>,MGI:4432885,WTSI,MCFC,both,Homozygous , Lethal,
Tppp,MGI:1920198,Tppp<tm1.1(KOMP)Vlcg>,MGI:5554931,JAX,JR24900,both,Homozygous , Viable,
Tpr,MGI:1922066,Tpr<tm2b(EUCOMM)Wtsi>,MGI:5609352,JAX,JR26606,both,Homozygous , Lethal,
Tprn,MGI:2139535,Tprn<tm1.1(KOMP)Vlcg>,MGI:5445918,JAX,JR18606,both,Homozygous , Viable,
Traf2,MGI:101835,Traf2<tm1a(EUCOMM)Wtsi>,MGI:4452008,WTSI,MFVP,both,Homozygous , Lethal,
Traf3ip3,MGI:2441706,Traf3ip3<tm1a(KOMP)Wtsi>,MGI:4363678,WTSI,MATH,both,Homozygous , Viable,
Traf6,MGI:108072,Traf6<tm2a(EUCOMM)Wtsi>,MGI:4840586,WTSI,MFXR,both,Homozygous , Lethal,
Trafd1,MGI:1923551,Trafd1<tm1a(EUCOMM)Wtsi>,MGI:4432441,WTSI,MBSS,both,Homozygous , Viable,
Tram2,MGI:1924817,Tram2<tm1a(KOMP)Wtsi>,MGI:4949327,WTSI,MFKX,both,Homozygous , Viable,
Trappc10,MGI:1336209,Trappc10<tm1b(KOMP)Wtsi>,MGI:5636961,WTSI,MUDB,both,Homozygous , Viable,
Trappc9,MGI:1923760,Trappc9<tm1a(EUCOMM)Wtsi>,MGI:4461737,WTSI,MFWT,both,Homozygous , Viable,
Trav1,MGI:3651476,Trav1<em1(IMPC)J>,MGI:5775635,JAX,JR29326,both,Homozygous , Viable,
Trbv19,MGI:98604,Trbv19<em1(IMPC)Wtsi>,MGI:6153687,WTSI,DAGH,both,Homozygous , Viable,
Trem1,MGI:1930005,Trem1<tm1(KOMP)Vlcg>,MGI:4415423,WTSI,MFZX,both,Homozygous , Viable,
Treml1,MGI:1918576,Treml1<tm1b(EUCOMM)Hmgu>,MGI:5692706,MRC Harwell,H-TREML1-D08-TM1B,both,Homozygous , Viable,
Trex1,MGI:1328317,Trex1<tm1(KOMP)Wtsi>,MGI:4362876,WTSI,MAYY,both,Homozygous , Viable,
Trf,MGI:98821,Trf<em1(IMPC)Rbrc>,-,RBRC,RIKEN-Trf-A01_,both,Homozygous , Lethal,
Trh,MGI:98823,Trh<em1(IMPC)Tcp>,-,TCP,TCPR0430_ACWB,both,Homozygous , Viable,
Trib1,MGI:2443397,Trib1<tm1b(KOMP)Wtsi>,MGI:5637148,BCM,TRIDB,both,Homozygous , Subviable,
Trib2,MGI:2145021,Trib2<tm1b(KOMP)Wtsi>,MGI:5692783,BCM,TRIYB,both,Homozygous , Subviable,
Trim17,MGI:1861440,Trim17<tm1e(EUCOMM)Wtsi>,MGI:4452788,WTSI,MEEC,both,Homozygous , Viable,
Trim21,MGI:106657,Trim21<em1(IMPC)Wtsi>,MGI:6140225,WTSI,DAAM,both,Homozygous , Viable,
Trim25,MGI:102749,Trim25<tm2b(EUCOMM)Hmgu>,MGI:5692539,WTSI,PMCV,both,Homozygous , Viable,
Trim29,MGI:1919419,Trim29<tm1a(EUCOMM)Wtsi>,MGI:4434517,WTSI,MEJT,both,Homozygous , Viable,
Trim29,MGI:1919419,Trim29<tm1b(EUCOMM)Wtsi>,MGI:5548617,WTSI,MUAD,both,Homozygous , Viable,
Trim3,MGI:1860040,Trim3<tm1b(EUCOMM)Hmgu>,MGI:5695119,BCM,TRMVB,both,Homozygous , Viable,
Trim30b,MGI:4821256,Trim30b<tm1b(KOMP)Wtsi>,MGI:5692871,BCM,TRIKB,both,Homozygous , Viable,
Trim31,MGI:2385051,Trim31<tm2b(EUCOMM)Hmgu>,MGI:5692807,BCM,TRTOB,both,Homozygous , Viable,
Trim37,MGI:2153072,Trim37<em1(IMPC)Marc>,-,MARC,Trim37_cas9_del158,both,Homozygous , Viable,
Trim39,MGI:1890659,Trim39<tm1b(EUCOMM)Hmgu>,MGI:5775770,MRC Harwell,H-TRIM39-CO2-TM1B,both,Homozygous , Viable,
Trim45,MGI:1918187,Trim45<tm3a(KOMP)Wtsi>,MGI:5002917,WTSI,MBDP,both,Homozygous , Lethal,
Trim50,MGI:2664992,Trim50<tm1b(KOMP)Wtsi>,MGI:5698073,BCM,TRIOB,both,Homozygous , Viable,
Trim55,MGI:3036269,Trim55<tm2b(EUCOMM)Hmgu>,MGI:5692855,MRC Harwell,H-TRIM55-B12-TM2B,both,Homozygous , Viable,
Trim56,MGI:2685298,Trim56<tm1a(EUCOMM)Wtsi>,MGI:5527611,WTSI,MGMD,both,Homozygous , Viable,
Trim59,MGI:1914199,Trim59<tm1b(EUCOMM)Hmgu>,MGI:5694172,BCM,TRINB,both,Homozygous , Subviable,
Trim65,MGI:2442815,Trim65<tm1b(KOMP)Wtsi>,MGI:5637142,WTSI,MUGH,both,Homozygous , Viable,
Trim71,MGI:2685973,Trim71<tm1.1(KOMP)Vlcg>,MGI:5708258,UC Davis,BL5498,both,Homozygous , Lethal,
Trim8,MGI:1933302,Trim8<em1(IMPC)Wtsi>,MGI:6153692,WTSI,DABM,both,Homozygous , Viable,
Trip13,MGI:1916966,Trip13<em1(IMPC)J>,MGI:5639079,JAX,JR27094,both,Homozygous , Viable,
Trip13,MGI:1916966,Trip13<tm1.1(KOMP)Vlcg>,MGI:5443928,JAX,JR18553,both,Homozygous , Viable,
Trip6,MGI:1343458,Trip6<tm1b(EUCOMM)Hmgu>,MGI:5695898,BCM,TRIZB,both,Homozygous , Viable,
Trit1,MGI:1914216,Trit1<tm1.1(KOMP)Vlcg>,MGI:5704516,JAX,JR28466,both,Homozygous , Lethal,
Trmo,MGI:1922003,Trmo<tm1a(EUCOMM)Wtsi>,MGI:4432566,WTSI,MBVX,both,Homozygous , Viable,
Trmt1,MGI:1289155,Trmt1<tm1b(EUCOMM)Hmgu>,MGI:5634291,ICS,IP00005710a,both,Homozygous , Subviable,
Trmt10a,MGI:1920421,Trmt10a<tm1a(EUCOMM)Wtsi>,MGI:4432852,WTSI,MCBQ,both,Homozygous , Viable,
Trmt2a,MGI:96270,Trmt2a<tm2b(EUCOMM)Wtsi>,MGI:5548943,WTSI,MUFP,both,Homozygous , Viable,
Trp53bp2,MGI:2138319,Trp53bp2<tm1b(EUCOMM)Hmgu>,MGI:5694181,MRC Harwell,H-TRP53BP2-A12-TM1B,both,Homozygous , Lethal,
Trp53rkb,MGI:1914050,Trp53rkb<tm1a(EUCOMM)Wtsi>,MGI:4820320,WTSI,MFJA,both,Homozygous , Viable,
Trp73,MGI:1336991,Trp73<em1(IMPC)H>,MGI:6149215,MRC Harwell,H-TRP73-INS1-EM1-B6N,both,Homozygous , Subviable,
Trpc3,MGI:109526,Trpc3<tm1b(EUCOMM)Wtsi>,MGI:5550592,RBRC,RIKEN-Trpc3-D08_,both,Homozygous , Lethal,
Trpc4ap,MGI:1930751,Trpc4ap<tm1a(KOMP)Wtsi>,MGI:4362238,WTSI,MBEK,both,Homozygous , Subviable,
Trpc6,MGI:109523,Trpc6<tm1.1(NCOM)Mfgc>,MGI:5766207,RBRC,RIKEN-N01992P1_C_198W_F10,both,Homozygous , Viable,
Trpm1,MGI:1330305,Trpm1<tm1b(KOMP)Wtsi>,MGI:5636954,MRC Harwell,H-TRPM1-E06-TM1B,both,Homozygous , Viable,
Trps1,MGI:1927616,Trps1<em1(IMPC)Wtsi>,MGI:6153694,WTSI,DACW,both,Homozygous , Lethal,
Trrap,MGI:2153272,Trrap<tm1a(EUCOMM)Wtsi>,MGI:4433230,WTSI,MAJW,both,Homozygous , Lethal,
Trub1,MGI:1919383,Trub1<tm1b(EUCOMM)Hmgu>,MGI:5692714,MRC Harwell,H-TRUB1-G11-TM1B,both,Homozygous , Viable,
Trub2,MGI:2442186,Trub2<tm2a(EUCOMM)Wtsi>,MGI:4840623,WTSI,MFJX,both,Homozygous , Lethal,
Try4,MGI:102757,Try4<tm1.1(KOMP)Vlcg>,MGI:5634808,JAX,JR26534,both,Homozygous , Viable,
Tsfm,MGI:1913649,Tsfm<tm1a(EUCOMM)Wtsi>,MGI:4432572,WTSI,MDFF,both,Homozygous , Lethal,
Tsg101,MGI:106581,Tsg101<tm1b(EUCOMM)Hmgu>,MGI:5605737,MARC,Tsg101_HEPD0748_2_C12,both,Homozygous , Lethal,
Tsks,MGI:1347560,Tsks<em1(IMPC)Wtsi>,MGI:6152743,WTSI,DACX,both,Homozygous , Viable,
Tspan14,MGI:1196325,Tspan14<em1(IMPC)H>,MGI:6149216,MRC Harwell,H-TSPAN14-DEL8-EM1-B6N,both,Homozygous , Lethal,
Tspan18,MGI:1917186,Tspan18<tm1.1(KOMP)Vlcg>,MGI:5471282,JAX,JR21483,both,Homozygous , Viable,
Tspo,MGI:88222,Tspo<tm1b(EUCOMM)Wtsi>,MGI:5614711,HMGU,HMGU-EPD0803_2_H02-2-1,both,Homozygous , Viable,
